abuja,nigeria,accra,ghana,2
vilnius,lithuania,baghdad,iraq,2
vilnius,baku,lithuania,azerbaijan,2
vilnius,lithuania,bamako,mali,2
vilnius,bangkok,lithuania,thailand,2
vilnius,lithuania,banjul,gambia,2
vilnius,beijing,lithuania,china,2
vilnius,lithuania,beirut,lebanon,2
vilnius,belgrade,lithuania,serbia,2
vilnius,lithuania,belmopan,belize,2
vilnius,berlin,lithuania,germany,2
vilnius,lithuania,bern,switzerland,2
vilnius,bishkek,lithuania,kyrgyzstan,2
vilnius,lithuania,bratislava,slovakia,2
vilnius,brussels,lithuania,belgium,2
vilnius,lithuania,bucharest,romania,2
vilnius,budapest,lithuania,hungary,2
vilnius,lithuania,bujumbura,burundi,2
vilnius,cairo,lithuania,egypt,2
vilnius,lithuania,canberra,australia,2
vilnius,caracas,lithuania,venezuela,2
vilnius,lithuania,chisinau,moldova,2
vilnius,conakry,lithuania,guinea,2
vilnius,lithuania,copenhagen,denmark,2
vilnius,dakar,lithuania,senegal,2
warsaw,poland,windhoek,namibia,2
warsaw,yerevan,poland,armenia,2
warsaw,poland,zagreb,croatia,2
warsaw,abuja,poland,nigeria,2
warsaw,poland,accra,ghana,2
warsaw,algiers,poland,algeria,2
warsaw,poland,amman,jordan,2
warsaw,ankara,poland,turkey,2
warsaw,poland,antananarivo,madagascar,2
warsaw,apia,poland,samoa,2
warsaw,poland,ashgabat,turkmenistan,2
warsaw,asmara,poland,eritrea,2
warsaw,poland,astana,kazakhstan,2
warsaw,athens,poland,greece,2
warsaw,poland,baghdad,iraq,2
warsaw,baku,poland,azerbaijan,2
warsaw,poland,bamako,mali,2
warsaw,bangkok,poland,thailand,2
warsaw,poland,banjul,gambia,2
warsaw,beijing,poland,china,2
warsaw,poland,beirut,lebanon,2
warsaw,belgrade,poland,serbia,2
warsaw,poland,belmopan,belize,2
warsaw,berlin,poland,germany,2
warsaw,poland,bern,switzerland,2
warsaw,bishkek,poland,kyrgyzstan,2
warsaw,poland,bratislava,slovakia,2
warsaw,brussels,poland,belgium,2
warsaw,poland,bucharest,romania,2
warsaw,budapest,poland,hungary,2
warsaw,poland,bujumbura,burundi,2
warsaw,cairo,poland,egypt,2
warsaw,poland,canberra,australia,2
warsaw,caracas,poland,venezuela,2
warsaw,poland,chisinau,moldova,2
warsaw,conakry,poland,guinea,2
warsaw,poland,copenhagen,denmark,2
warsaw,dakar,poland,senegal,2
warsaw,poland,damascus,syria,2
windhoek,yerevan,namibia,armenia,2
windhoek,namibia,zagreb,croatia,2
windhoek,abuja,namibia,nigeria,2
windhoek,namibia,accra,ghana,2
windhoek,algiers,namibia,algeria,2
windhoek,namibia,amman,jordan,2
windhoek,ankara,namibia,turkey,2
windhoek,namibia,antananarivo,madagascar,2
windhoek,apia,namibia,samoa,2
windhoek,namibia,ashgabat,turkmenistan,2
windhoek,asmara,namibia,eritrea,2
windhoek,namibia,astana,kazakhstan,2
windhoek,athens,namibia,greece,2
windhoek,namibia,baghdad,iraq,2
windhoek,baku,namibia,azerbaijan,2
windhoek,namibia,bamako,mali,2
windhoek,bangkok,namibia,thailand,2
windhoek,namibia,banjul,gambia,2
windhoek,beijing,namibia,china,2
windhoek,namibia,beirut,lebanon,2
windhoek,belgrade,namibia,serbia,2
windhoek,namibia,belmopan,belize,2
windhoek,berlin,namibia,germany,2
windhoek,namibia,bern,switzerland,2
windhoek,bishkek,namibia,kyrgyzstan,2
windhoek,namibia,bratislava,slovakia,2
windhoek,brussels,namibia,belgium,2
windhoek,namibia,bucharest,romania,2
windhoek,budapest,namibia,hungary,2
windhoek,namibia,bujumbura,burundi,2
windhoek,cairo,namibia,egypt,2
windhoek,namibia,canberra,australia,2
windhoek,caracas,namibia,venezuela,2
windhoek,namibia,chisinau,moldova,2
windhoek,conakry,namibia,guinea,2
windhoek,namibia,copenhagen,denmark,2
windhoek,dakar,namibia,senegal,2
windhoek,namibia,damascus,syria,2
windhoek,dhaka,namibia,bangladesh,2
yerevan,armenia,zagreb,croatia,2
yerevan,abuja,armenia,nigeria,2
yerevan,armenia,accra,ghana,2
yerevan,algiers,armenia,algeria,2
yerevan,armenia,amman,jordan,2
yerevan,ankara,armenia,turkey,2
yerevan,armenia,antananarivo,madagascar,2
yerevan,apia,armenia,samoa,2
yerevan,armenia,ashgabat,turkmenistan,2
yerevan,asmara,armenia,eritrea,2
yerevan,armenia,astana,kazakhstan,2
yerevan,athens,armenia,greece,2
yerevan,armenia,baghdad,iraq,2
yerevan,baku,armenia,azerbaijan,2
yerevan,armenia,bamako,mali,2
yerevan,bangkok,armenia,thailand,2
yerevan,armenia,banjul,gambia,2
yerevan,beijing,armenia,china,2
yerevan,armenia,beirut,lebanon,2
yerevan,belgrade,armenia,serbia,2
yerevan,armenia,belmopan,belize,2
yerevan,berlin,armenia,germany,2
yerevan,armenia,bern,switzerland,2
yerevan,bishkek,armenia,kyrgyzstan,2
yerevan,armenia,bratislava,slovakia,2
yerevan,brussels,armenia,belgium,2
yerevan,armenia,bucharest,romania,2
yerevan,budapest,armenia,hungary,2
yerevan,armenia,bujumbura,burundi,2
yerevan,cairo,armenia,egypt,2
yerevan,armenia,canberra,australia,2
yerevan,caracas,armenia,venezuela,2
yerevan,armenia,chisinau,moldova,2
yerevan,conakry,armenia,guinea,2
yerevan,armenia,copenhagen,denmark,2
yerevan,dakar,armenia,senegal,2
yerevan,armenia,damascus,syria,2
yerevan,dhaka,armenia,bangladesh,2
yerevan,armenia,doha,qatar,2
zagreb,abuja,croatia,nigeria,2
zagreb,croatia,accra,ghana,2
zagreb,algiers,croatia,algeria,2
zagreb,croatia,amman,jordan,2
zagreb,ankara,croatia,turkey,2
zagreb,croatia,antananarivo,madagascar,2
zagreb,apia,croatia,samoa,2
zagreb,croatia,ashgabat,turkmenistan,2
zagreb,asmara,croatia,eritrea,2
zagreb,croatia,astana,kazakhstan,2
zagreb,athens,croatia,greece,2
zagreb,croatia,baghdad,iraq,2
zagreb,baku,croatia,azerbaijan,2
zagreb,croatia,bamako,mali,2
zagreb,bangkok,croatia,thailand,2
zagreb,croatia,banjul,gambia,2
zagreb,beijing,croatia,china,2
zagreb,croatia,beirut,lebanon,2
zagreb,belgrade,croatia,serbia,2
zagreb,croatia,belmopan,belize,2
zagreb,berlin,croatia,germany,2
zagreb,croatia,bern,switzerland,2
zagreb,bishkek,croatia,kyrgyzstan,2
zagreb,croatia,bratislava,slovakia,2
zagreb,brussels,croatia,belgium,2
zagreb,croatia,bucharest,romania,2
zagreb,budapest,croatia,hungary,2
zagreb,croatia,bujumbura,burundi,2
zagreb,cairo,croatia,egypt,2
zagreb,croatia,canberra,australia,2
zagreb,caracas,croatia,venezuela,2
zagreb,croatia,chisinau,moldova,2
zagreb,conakry,croatia,guinea,2
zagreb,croatia,copenhagen,denmark,2
zagreb,dakar,croatia,senegal,2
zagreb,croatia,damascus,syria,2
zagreb,dhaka,croatia,bangladesh,2
zagreb,croatia,doha,qatar,2
zagreb,dublin,croatia,ireland,2
